Accession,UniProtKB,EC_Number,COG,Chromosome,Source,Start,Stop,DNA_Length,Protein_Length,GenBank_Name,UniProt_GO,KEGG_Enzymes,KEGG_Pathways
EIC30468.1,H8GKY7,,L,NZ_CM001475.1,chromosome,3141837,3144206,2369,789,CRISPR-associated helicase Cas3/CRISPR-associated endonuclease Cas3-HD,GO:0003676; GO:0004519; GO:0005524,ko:K07012,NA
EIC30470.1,H8GJJ4,,L,NZ_CM001475.1,chromosome,3146050,3146816,766,255,transposase,GO:0003677; GO:0004803; GO:0006313,ko:K07492,NA
EIC30489.1,H8GL08,,L,NZ_CM001475.1,chromosome,3164933,3166939,2006,668,"excinuclease ABC, B subunit",GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0009380; GO:0009381; GO:0009432; GO:0016887,"ko:K03702,ko:K08999","ko03420,map03420"
EIC30522.1,H8GL41,,L,NZ_CM001475.1,chromosome,3199886,3200407,521,173,transposase,GO:0003677; GO:0004803; GO:0006313,ko:K07491,NA
EIC30577.1,H8GLQ0,,L,NZ_CM001475.1,chromosome,3257362,3257757,395,131,single-stranded DNA-binding protein,GO:0003697,ko:K03111,"ko03030,ko03430,ko03440,map03030,map03430,map03440"
EIC30579.1,H8GLQ2,,L,NZ_CM001475.1,chromosome,3258399,3259427,1028,342,hypothetical protein Metal_2893,GO:0003700,NA,NA
EIC30582.1,H8GKC5,,L,NZ_CM001475.1,chromosome,3260469,3261425,956,318,"transposase, IS5 family",GO:0003677; GO:0004803; GO:0006313,ko:K07481,NA
EIC30586.1,H8GLQ9,,L,NZ_CM001475.1,chromosome,3262705,3263916,1211,403,site-specific recombinase XerD,GO:0003677; GO:0006310; GO:0015074,NA,NA
EIC30588.1,H8GLR1,,L,NZ_CM001475.1,chromosome,3266398,3266706,308,102,hypothetical protein Metal_2906,GO:0003677,NA,NA
EIC30596.1,H8GLR9,,L,NZ_CM001475.1,chromosome,3278178,3278426,248,82,competence protein ComEA-like protein with helix-hairpin-helix repeat region,NA,ko:K02237,NA
EIC30613.1,H8GLT6,,L,NZ_CM001475.1,chromosome,3294199,3297015,2816,938,"excinuclease ABC, A subunit",GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0008270; GO:0009380; GO:0009381; GO:0009432; GO:0016887,ko:K03701,"ko03420,map03420"
EIC30625.1,H8GKC5,,L,NZ_CM001475.1,chromosome,3313517,3314473,956,318,"transposase, IS5 family",GO:0003677; GO:0004803; GO:0006313,ko:K07481,NA
EIC30707.1,H8GMZ3,,L,NZ_CM001475.1,chromosome,3393724,3394224,500,166,site-specific recombinase XerD,GO:0003677; GO:0006310; GO:0015074,ko:K04763,NA
EIC30796.1,H8GNP0,,L,NZ_CM001475.1,chromosome,3511229,3511678,449,149,transposase,GO:0003677; GO:0004803; GO:0006313,ko:K07491,NA
EIC30817.1,H8GNR1,,L,NZ_CM001475.1,chromosome,3535011,3535777,766,255,transposase,GO:0003677; GO:0004803; GO:0006313,ko:K07492,NA
EIC30862.1,H8GPB6,,L,NZ_CM001475.1,chromosome,3586535,3591772,5237,1745,hypothetical protein Metal_3188,NA,NA,NA
EIC30875.1,H8GPC9,,L,NZ_CM001475.1,chromosome,3608845,3609174,329,109,Transposase,GO:0003677; GO:0004803; GO:0006313,ko:K07483,NA
EIC30876.1,H8GPD0,,L,NZ_CM001475.1,chromosome,3609171,3610073,902,300,transposase,GO:0003676; GO:0015074,ko:K07497,NA
EIC30886.1,H8GPE0,,L,NZ_CM001475.1,chromosome,3620509,3621564,1055,351,hypothetical protein Metal_3215,NA,NA,NA
EIC30903.1,H8GPF7,,L,NZ_CM001475.1,chromosome,3638910,3639242,332,110,putative endonuclease containing a URI domain,GO:0004519,ko:K07461,NA
EIC30905.1,H8GPF9,,L,NZ_CM001475.1,chromosome,3639424,3642423,2999,999,adenine-specific DNA methylase containing a Zn-ribbon,GO:0008168; GO:0032259,ko:K07445,NA
EIC30907.1,H8GPG1,,L,NZ_CM001475.1,chromosome,3645141,3645680,539,179,hypothetical protein Metal_3237,GO:0003677; GO:0004803; GO:0006313,NA,NA
EIC30911.1,H8GPG5,,L,NZ_CM001475.1,chromosome,3646530,3649265,2735,911,"DNA/RNA helicase, superfamily II",GO:0004386; GO:0005524,NA,NA
EIC30924.1,H8GPH8,,L,NZ_CM001475.1,chromosome,3662894,3663802,908,302,DNA recombination-dependent growth factor C,GO:0005737; GO:0006310; GO:0009295,ko:K03554,NA
EIC31007.1,H8GKC5,,L,NZ_CM001475.1,chromosome,3741552,3742508,956,318,"transposase, IS5 family",GO:0003677; GO:0004803; GO:0006313,ko:K07481,NA
EIC31025.1,H8GQP0,,L,NZ_CM001475.1,chromosome,3769465,3769734,269,89,bacterial nucleoid DNA-binding protein,GO:0003677; GO:0030261,ko:K03530,NA
EIC31041.1,H8GQQ6,,L,NZ_CM001475.1,chromosome,3787578,3788030,452,150,transposase,GO:0003677; GO:0004803; GO:0006313,NA,NA
EIC31048.1,H8GQR3,,L,NZ_CM001475.1,chromosome,3794867,3796072,1205,401,site-specific recombinase XerD,GO:0003677; GO:0006310; GO:0015074,NA,NA
EIC31052.1,H8GQR7,,L,NZ_CM001475.1,chromosome,3797534,3799117,1583,527,"phage/plasmid primase, P4 family, C-terminal domain protein",NA,ko:K06919,NA
EIC31054.1,H8GQR9,,L,NZ_CM001475.1,chromosome,3799747,3800148,401,133,single-stranded DNA-binding protein,GO:0003697,ko:K03111,"ko03030,ko03430,ko03440,map03030,map03430,map03440"
EIC31124.1,H8GRE5,,L,NZ_CM001475.1,chromosome,3870845,3871273,428,142,Transposase IS200 like protein,GO:0003677; GO:0004803; GO:0006313,NA,NA
EIC31163.1,H8GRI4,,L,NZ_CM001475.1,chromosome,3916425,3916883,458,152,TIGR00252 family protein,GO:0003676; GO:0004518,ko:K07460,NA
EIC31196.1,H8GGB6,,L,NZ_CM001475.1,chromosome,3948813,3949493,680,226,ERCC4-type nuclease,GO:0003677; GO:0004518,ko:K10896,"ko03460,map03460"
EIC31258.1,H8GKC5,,L,NZ_CM001475.1,chromosome,4014110,4015066,956,318,"transposase, IS5 family",GO:0003677; GO:0004803; GO:0006313,ko:K07481,NA
EIC31333.1,H8GJJ4,,L,NZ_CM001475.1,chromosome,4100494,4101260,766,255,transposase,GO:0003677; GO:0004803; GO:0006313,ko:K07492,NA
EIC31374.1,H8GHQ6,,L,NZ_CM001475.1,chromosome,4151757,4152287,530,176,transposase,GO:0003677; GO:0004803; GO:0006313,ko:K07491,NA
EIC31465.1,H8GIF3,,L,NZ_CM001475.1,chromosome,4255362,4255892,530,176,hypothetical protein Metal_3823,GO:0003677; GO:0004803; GO:0006313,NA,NA
EIC31489.1,H8GKC5,,L,NZ_CM001475.1,chromosome,4281503,4282459,956,318,"transposase, IS5 family",GO:0003677; GO:0004803; GO:0006313,ko:K07481,NA
EIC31521.1,H8GHF3,,L,NZ_CM001475.1,chromosome,4318924,4320177,1253,417,transposase,GO:0003677; GO:0004803; GO:0006313,NA,NA
EIC31585.1,H8GJQ6,,L,NZ_CM001475.1,chromosome,4397766,4398365,599,199,alkylated DNA repair protein,GO:0016491,NA,NA
EIC27844.1,H8GRK2,,"L, U",NZ_CM001476.1,plasmid,11888,12373,485,161,hypothetical protein Metal_4013 (plasmid),NA,ko:K04096,NA
EIC28544.1,H8GQ85,,"L, U",NZ_CM001475.1,chromosome,810785,811714,929,309,hypothetical protein Metal_0709,NA,ko:K04096,NA
EIC29684.1,H8GP98,1.1.1.133,M,NZ_CM001475.1,chromosome,2163353,2164216,863,287,dTDP-4-dehydrorhamnose reductase,GO:0008831; GO:0019305,ko:K00067,"ko00521,ko00523,ko01130,map00521,map00523,map01130"
EIC30737.1,H8GN23,1.1.1.133,M,NZ_CM001475.1,chromosome,3427129,3428022,893,297,dTDP-4-dehydrorhamnose reductase,GO:0008831; GO:0019305,ko:K00067,"ko00521,ko00523,ko01130,map00521,map00523,map01130"
EIC28185.1,H8GLY9,1.1.1.336,M,NZ_CM001475.1,chromosome,344647,345966,1319,439,nucleotide sugar dehydrogenase,GO:0000271; GO:0016616; GO:0016628; GO:0051287,"ko:K02472,ko:K02474","ko00520,ko05111,map00520,map05111"
EIC30191.1,H8GI47,1.1.2.7,M,NZ_CM001475.1,chromosome,2808910,2809191,281,93,Methanol dehydrogenase beta subunit,GO:0004022; GO:0015946; GO:0052930; GO:0052931; GO:0052932,ko:K14029,"ko00010,ko00625,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00625,map00680,map01100,map01110,map01120,map01130,map01200"
EIC31150.1,H8GRH1,1.3.1.98,M,NZ_CM001475.1,chromosome,3901293,3902210,917,305,UDP-N-acetylenolpyruvoylglucosamine reductase,GO:0005737; GO:0007049; GO:0008360; GO:0008762; GO:0009252; GO:0051301; GO:0071555; GO:0071949,"ko:K00075,ko:K01921","ko00473,ko00520,ko00550,ko01100,ko01502,map00473,map00520,map00550,map01100,map01502"
EIC28156.1,H8GLW0,1.9.3.1,M,NZ_CM001475.1,chromosome,298595,299371,776,258,hypothetical protein Metal_0294,GO:0016021,ko:K02276,"ko00190,ko01100,map00190,map01100"
EIC29170.1,H8GK46,2.1.1.317; 2.1.1.79,M,NZ_CM001475.1,chromosome,1539582,1540766,1184,394,"methyltransferase, cyclopropane fatty acid synthase",GO:0008168; GO:0008610; GO:0032259,"ko:K00574,ko:K20238",NA
EIC28855.1,H8GH64,2.1.1.79,M,NZ_CM001475.1,chromosome,1157735,1158553,818,272,methylase involved in ubiquinone/menaquinone biosynthesis,GO:0008168; GO:0032259,"ko:K00574,ko:K15256,ko:K15257",NA
EIC30755.1,H8GN41,2.1.1.80; 3.1.1.61,M,NZ_CM001475.1,chromosome,3452812,3455217,2405,801,"Caspase domain-containing protein,Sel1 repeat protein",NA,"ko:K02557,ko:K07126,ko:K07484,ko:K13924,ko:K21471","ko02020,ko02030,ko02040,map02020,map02030,map02040"
EIC28727.1,H8GFX6,2.3.1.-,M,NZ_CM001475.1,chromosome,1020987,1022027,1040,346,UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase,GO:0009245; GO:0016410,ko:K02536,"ko00540,ko01100,map00540,map01100"
EIC29775.1,H8GPZ6,2.3.1.-,M,NZ_CM001475.1,chromosome,2271555,2273108,1553,517,putative membrane protein involved in D-alanine export,GO:0005886; GO:0016021; GO:0016746; GO:0042121,ko:K19294,NA
EIC30722.1,H8GN08,2.3.1.-,M,NZ_CM001475.1,chromosome,3408697,3410256,1559,519,putative membrane protein involved in D-alanine export,GO:0005886; GO:0016021; GO:0016746; GO:0042121,ko:K19294,NA
EIC28008.1,H8GKK0,2.3.1.129,M,NZ_CM001475.1,chromosome,139328,140098,770,256,acyl-(acyl-carrier-protein)--UDP-N-acetylglucosamine O-acyltransferase,GO:0005737; GO:0008780; GO:0009245,ko:K00677,"ko00540,ko01100,ko01503,map00540,map01100,map01503"
EIC28785.1,H8GGI9,2.3.1.129,M,NZ_CM001475.1,chromosome,1082925,1083701,776,258,acyl-(acyl-carrier-protein)--UDP-N-acetylglucosamine O-acyltransferase,GO:0008610; GO:0008780,ko:K00677,"ko00540,ko01100,ko01503,map00540,map01100,map01503"
EIC28693.1,H8GFU2,2.3.1.269,M,NZ_CM001475.1,chromosome,975837,977453,1616,538,apolipoprotein N-acyltransferase,GO:0005886; GO:0016021; GO:0016410; GO:0042158,ko:K03820,NA
EIC30117.1,H8GHG5,2.3.1.269,M,NZ_CM001475.1,chromosome,2706114,2707688,1574,524,apolipoprotein N-acyltransferase,GO:0005886; GO:0016021; GO:0016410; GO:0042158,ko:K03820,NA
EIC28672.1,H8GR13,2.3.2.2; 3.4.19.13,M,NZ_CM001475.1,chromosome,950517,952199,1682,560,gamma-glutamyltranspeptidase,GO:0006751; GO:0036374,ko:K00681,"ko00430,ko00460,ko00480,ko01100,map00430,map00460,map00480,map01100"
EIC30152.1,H8GHK0,2.4.1.12; 3.2.1.58,M,NZ_CM001475.1,chromosome,2753048,2755681,2633,877,"exo-beta-1,3-glucanase",GO:0004553; GO:0005975; GO:0016021,"ko:K00694,ko:K01210,ko:K03292","ko00500,ko01100,ko02026,map00500,map01100,map02026"
EIC28334.1,H8GNA5,2.4.1.129,M,NZ_CM001475.1,chromosome,553670,556030,2360,786,penicillin-binding protein 1C,GO:0008658; GO:0008955; GO:0009252; GO:0016021,ko:K05367,"ko00550,map00550"
EIC28598.1,H8GQD9,2.4.1.129,M,NZ_CM001475.1,chromosome,877351,878481,1130,376,rod shape-determining protein RodA,GO:0005887; GO:0008360; GO:0008955; GO:0009252; GO:0051301; GO:0071555,ko:K05837,NA
EIC28808.1,H8GGL2,2.4.1.129,M,NZ_CM001475.1,chromosome,1107841,1108623,782,260,monofunctional biosynthetic peptidoglycan transglycosylase,GO:0005886; GO:0008360; GO:0008955; GO:0009252; GO:0009274; GO:0016021; GO:0016763; GO:0071555,"ko:K03814,ko:K05365","ko00550,map00550"
EIC31153.1,H8GRH4,2.4.1.129,M,NZ_CM001475.1,chromosome,3904680,3905855,1175,391,cell division protein FtsW,GO:0005887; GO:0008360; GO:0008955; GO:0009252; GO:0032153; GO:0043093; GO:0071555,"ko:K02563,ko:K03588","ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112"
EIC30370.1,H8GJL0,2.4.1.129; 3.2.1.21; 3.4.16.4,M,NZ_CM001475.1,chromosome,2999740,3002823,3083,1027,Transglycosylase,GO:0008658; GO:0016740,"ko:K05349,ko:K05365,ko:K05366,ko:K13735","ko00460,ko00500,ko00550,ko00940,ko01100,ko01110,ko01501,ko05100,map00460,map00500,map00550,map00940,map01100,map01110,map01501,map05100"
EIC29641.1,H8GP55,2.4.1.129; 3.4.16.4,M,NZ_CM001475.1,chromosome,2107000,2109348,2348,782,penicillin-binding protein 1B,GO:0008233; GO:0008360; GO:0008658; GO:0008955; GO:0009252; GO:0009274; GO:0016021; GO:0046677; GO:0071555,ko:K05365,"ko00550,map00550"
EIC30621.1,H8GLU4,2.4.1.14; 2.4.1.246; 3.1.3.24; 3.1.3.79,M,NZ_CM001475.1,chromosome,3306601,3308745,2144,714,putative sucrose phosphate synthase with sucrose phosphatase and glycosyltransferase domains,GO:0016740,"ko:K00696,ko:K07024,ko:K13058,ko:K13086","ko00500,ko01100,map00500,map01100"
EIC29917.1,H8GR90,2.4.1.182,M,NZ_CM001475.1,chromosome,2442075,2443226,1151,383,lipid-A-disaccharide synthase,GO:0008915; GO:0009245,ko:K00748,"ko00540,ko01100,map00540,map01100"
EIC31152.1,H8GRH3,2.4.1.227,M,NZ_CM001475.1,chromosome,3903640,3904695,1055,351,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,GO:0005886; GO:0005975; GO:0007049; GO:0008360; GO:0009252; GO:0030259; GO:0050511; GO:0051301; GO:0051991; GO:0071555,ko:K02563,"ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112"
EIC28345.1,H8GNB6,2.4.1.245,M,NZ_CM001475.1,chromosome,572318,573562,1244,414,glycosyltransferase,GO:0016740,ko:K13057,"ko00500,ko01100,map00500,map01100"
EIC30706.1,H8GMZ2,2.4.99.12,M,NZ_CM001475.1,chromosome,3392215,3393486,1271,423,3-deoxy-D-manno-octulosonic-acid transferase,GO:0005886; GO:0009244; GO:0016021; GO:0016740,ko:K02527,"ko00540,ko01100,map00540,map01100"
EIC31481.1,H8GIG9,2.4.99.12; 2.4.99.13; 2.4.99.14; 2.4.99.15,M,NZ_CM001475.1,chromosome,4271928,4272926,998,332,lipopolysaccharide heptosyltransferase I,GO:0008920; GO:0009244,"ko:K02527,ko:K02841,ko:K02843,ko:K12982","ko00540,ko01100,map00540,map01100"
EIC28336.1,H8GNA7,2.5.1.145,M,NZ_CM001475.1,chromosome,557080,557874,794,264,prolipoprotein diacylglyceryl transferase,GO:0005887; GO:0008961; GO:0042158,"ko:K03438,ko:K13292",NA
EIC29211.1,H8GK87,2.5.1.55,M,NZ_CM001475.1,chromosome,1598776,1599609,833,277,3-deoxy-8-phosphooctulonate synthase,GO:0005737; GO:0008676; GO:0019294,ko:K01627,"ko00540,ko01100,map00540,map01100"
EIC28098.1,H8GL99,2.5.1.7,M,NZ_CM001475.1,chromosome,236233,237498,1265,421,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,GO:0005737; GO:0007049; GO:0008360; GO:0008760; GO:0009252; GO:0019277; GO:0051301; GO:0071555,ko:K00790,"ko00520,ko00550,ko01100,map00520,map00550,map01100"
EIC31123.1,H8GRE4,2.6.1.16,M,NZ_CM001475.1,chromosome,3868358,3870190,1832,610,"glucosamine--fructose-6-phosphate aminotransferase, isomerizing",GO:0004360; GO:0005737; GO:0005975; GO:0097367; GO:1901137,ko:K00820,"ko00250,ko00520,ko01100,ko01130,ko04931,map00250,map00520,map01100,map01130,map04931"
EIC31410.1,H8GI98,2.6.1.16,M,NZ_CM001475.1,chromosome,4184318,4186147,1829,609,"glucosamine--fructose-6-phosphate aminotransferase, isomerizing",GO:0004360; GO:0005737; GO:0005975; GO:0097367; GO:1901137,ko:K00820,"ko00250,ko00520,ko01100,ko01130,ko04931,map00250,map00520,map01100,map01130,map04931"
EIC28877.1,H8GH86,2.7.1.107,M,NZ_CM001475.1,chromosome,1188655,1189026,371,123,diacylglycerol kinase,GO:0004143; GO:0005524; GO:0005886; GO:0006654; GO:0016021,ko:K00901,"ko00561,ko00564,ko01100,ko01110,ko04070,ko04072,ko05231,map00561,map00564,map01100,map01110,map04070,map04072,map05231"
EIC29319.1,H8GLF4,2.7.1.89,M,NZ_CM001475.1,chromosome,1741970,1743061,1091,363,putative aminoglycoside phosphotransferase,GO:0016740,ko:K07251,"ko00730,ko01100,map00730,map01100"
EIC31411.1,H8GI99,2.7.7.23; 2.3.1.157,M,NZ_CM001475.1,chromosome,4186149,4187519,1370,456,UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase,GO:0000287; GO:0000902; GO:0003977; GO:0005737; GO:0006048; GO:0008360; GO:0009103; GO:0009245; GO:0009252; GO:0019134; GO:0071555,ko:K04042,"ko00520,ko01100,ko01130,map00520,map01100,map01130"
EIC28801.1,H8GGK5,2.7.7.38,M,NZ_CM001475.1,chromosome,1098756,1099526,770,256,3-deoxy-D-manno-octulosonate cytidylyltransferase,GO:0005737; GO:0008690; GO:0009103; GO:0033468,ko:K00979,"ko00540,ko01100,map00540,map01100"
EIC30597.1,H8GLS0,2.7.7.9,M,NZ_CM001475.1,chromosome,3278571,3279455,884,294,UTP-glucose-1-phosphate uridylyltransferase,GO:0003983; GO:0006011; GO:0009058,ko:K00963,"ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130"
EIC28196.1,H8GM00,2.7.8.12,M,NZ_CM001475.1,chromosome,358700,359668,968,322,glycosyl transferase,GO:0016740,ko:K09809,NA
EIC31155.1,H8GRH6,2.7.8.13,M,NZ_CM001475.1,chromosome,3907246,3908301,1055,351,phospho-N-acetylmuramoyl-pentapeptide-transferase,GO:0005886; GO:0007049; GO:0008360; GO:0008963; GO:0009252; GO:0016021; GO:0051301; GO:0051992; GO:0071555,ko:K01000,"ko00550,ko01100,ko01502,map00550,map01100,map01502"
EIC29680.1,H8GP94,2.7.8.33; 2.7.8.35,M,NZ_CM001475.1,chromosome,2159202,2160221,1019,339,UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase,GO:0008963; GO:0016021,"ko:K02851,ko:K13007",NA
EIC31609.1,H8GJT0,3.1.21.3,M,NZ_CM001475.1,chromosome,4423950,4425242,1292,430,hypothetical protein Metal_3983,GO:0016021,ko:K01153,NA
EIC28871.1,H8GH80,3.2.1.45,M,NZ_CM001475.1,chromosome,1179350,1180708,1358,452,O-glycosyl hydrolase,GO:0004348; GO:0006665,ko:K01201,"ko00511,ko00600,ko01100,ko04142,map00511,map00600,map01100,map04142"
EIC29389.1,H8GM28,3.2.1.52,M,NZ_CM001475.1,chromosome,1817635,1818621,986,328,beta-glucosidase-like glycosyl hydrolase,GO:0004563; GO:0005737; GO:0005975; GO:0007049; GO:0008360; GO:0009252; GO:0009254; GO:0051301; GO:0071555; GO:0102148,"ko:K00997,ko:K01207,ko:K05349","ko00460,ko00500,ko00520,ko00531,ko00770,ko00940,ko01100,ko01110,ko01501,map00460,map00500,map00520,map00531,map00770,map00940,map01100,map01110,map01501"
EIC30444.1,H8GKF3,3.4.13.22,M,NZ_CM001475.1,chromosome,3097017,3097709,692,230,D-alanyl-D-alanine dipeptidase,GO:0008237; GO:0008270; GO:0016805; GO:0071555,ko:K08641,"ko01502,ko02020,map01502,map02020"
EIC28597.1,H8GQD8,3.4.16.4,M,NZ_CM001475.1,chromosome,875517,877361,1844,614,penicillin-binding protein 2,GO:0005887; GO:0008360; GO:0008658; GO:0009002; GO:0009252; GO:0071555,ko:K05515,"ko00550,ko01501,map00550,map01501"
EIC28601.1,H8GQE2,3.4.16.4,M,NZ_CM001475.1,chromosome,880800,881978,1178,392,D-alanyl-D-alanine carboxypeptidase,GO:0009002,ko:K07258,"ko00550,ko01100,map00550,map01100"
EIC28873.1,H8GH82,3.4.16.4,M,NZ_CM001475.1,chromosome,1184155,1185351,1196,398,D-alanyl-D-alanine carboxypeptidase,GO:0009002,"ko:K01286,ko:K07258","ko00550,ko01100,map00550,map01100"
EIC31158.1,H8GRH9,3.4.16.4,M,NZ_CM001475.1,chromosome,3911152,3912990,1838,612,cell division protein FtsI/penicillin-binding protein 2,GO:0000917; GO:0005887; GO:0008360; GO:0008658; GO:0008955; GO:0009002; GO:0009252; GO:0043093; GO:0071555,"ko:K03587,ko:K08384,ko:K08724,ko:K12552,ko:K12556","ko00550,ko01100,ko01501,map00550,map01100,map01501"
EIC30392.1,H8GJN2,3.4.21.102,M,NZ_CM001475.1,chromosome,3027034,3028365,1331,443,C-terminal processing peptidase,GO:0008236,ko:K03797,NA
EIC31443.1,H8GID1,3.4.21.107,M,NZ_CM001475.1,chromosome,4224467,4225873,1406,468,"periplasmic serine protease, Do/DeqQ family",GO:0004252; GO:0042597,ko:K04771,"ko01503,ko02020,map01503,map02020"
EIC28695.1,H8GFU4,3.4.23.36,M,NZ_CM001475.1,chromosome,978207,978689,482,160,lipoprotein signal peptidase,GO:0004190; GO:0005886; GO:0016021,ko:K03101,"ko03060,map03060"
EIC30003.1,H8GG79,3.4.24.-,M,NZ_CM001475.1,chromosome,2554527,2555369,842,280,murein endopeptidase,GO:0004252; GO:0008237; GO:0030288; GO:0046872,ko:K07261,NA
EIC30126.1,H8GHH4,3.4.24.-,M,NZ_CM001475.1,chromosome,2716105,2717478,1373,457,RIP metalloprotease RseP,GO:0004222; GO:0005886; GO:0016021; GO:0046872,"ko:K04771,ko:K11749","ko01503,ko02020,ko02024,ko04112,map01503,map02020,map02024,map04112"
EIC31145.1,H8GRG6,3.5.1.108,M,NZ_CM001475.1,chromosome,3896100,3897023,923,307,UDP-3-0-acyl N-acetylglucosamine deacetylase,GO:0008759; GO:0009245; GO:0046872; GO:0103117,"ko:K02535,ko:K16363","ko00061,ko00540,ko01100,ko01212,map00061,map00540,map01100,map01212"
EIC30268.1,H8GIS8,3.5.1.28,M,NZ_CM001475.1,chromosome,2893088,2893813,725,241,N-acetylmuramoyl-L-alanine amidase,GO:0008745; GO:0009253,ko:K01448,"ko01503,map01503"
EIC30452.1,H8GKG1,3.5.1.28,M,NZ_CM001475.1,chromosome,3108795,3110063,1268,422,N-acetylmuramoyl-L-alanine amidase,GO:0008745; GO:0009253,ko:K01448,"ko01503,map01503"
EIC31469.1,H8GIF7,3.5.1.28,M,NZ_CM001475.1,chromosome,4258149,4259834,1685,561,soluble lytic murein transglycosylase-like protein,GO:0000270; GO:0008933; GO:0016020,"ko:K03791,ko:K08307,ko:K12204,ko:K19224,ko:K21471,ko:K22409",NA
EIC31113.1,H8GRD4,4.1.2.14; 4.1.2.43; 4.1.3.42; 5.3.1.27,M,NZ_CM001475.1,chromosome,3859486,3860019,533,177,6-phospho 3-hexuloisomerase,GO:0016853; GO:0097367; GO:1901135,"ko:K01625,ko:K08094,ko:K13831","ko00030,ko00630,ko00680,ko01100,ko01120,ko01200,ko01230,map00030,map00630,map00680,map01100,map01120,map01200,map01230"
EIC30736.1,H8GN22,4.2.1.46,M,NZ_CM001475.1,chromosome,3426071,3427132,1061,353,"dTDP-glucose 4,6-dehydratase",GO:0008460; GO:0009225; GO:0016491,ko:K01710,"ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130"
EIC28505.1,H8GPP3,4.2.2.-,M,NZ_CM001475.1,chromosome,776795,777385,590,196,rare lipoprotein A,GO:0000270; GO:0008932; GO:0016829; GO:0071555,ko:K03642,NA
EIC28600.1,H8GQE1,4.2.2.-,M,NZ_CM001475.1,chromosome,879887,880765,878,292,rare lipoprotein A,GO:0000270; GO:0008932; GO:0016829; GO:0042834; GO:0071555,ko:K03642,NA
EIC28694.1,H8GFU3,4.2.2.-,M,NZ_CM001475.1,chromosome,977570,978091,521,173,rare lipoprotein A,GO:0000270; GO:0008932; GO:0016829; GO:0071555,ko:K03642,NA
EIC29935.1,H8GG11,5.1.1.1,M,NZ_CM001475.1,chromosome,2465397,2466512,1115,371,alanine racemase,GO:0008784; GO:0030170; GO:0030632,ko:K01775,"ko00473,ko01100,ko01502,map00473,map01100,map01502"
EIC31090.1,H8GRB1,5.1.1.3,M,NZ_CM001475.1,chromosome,3835889,3836713,824,274,glutamate racemase,GO:0008360; GO:0008881; GO:0009252; GO:0071555,ko:K01776,"ko00471,ko01100,map00471,map01100"
EIC30739.1,H8GN25,5.1.3.13,M,NZ_CM001475.1,chromosome,3428910,3429455,545,181,"dTDP-4-dehydrorhamnose 3,5-epimerase",GO:0008830; GO:0019305,ko:K01790,"ko00521,ko00523,ko01130,map00521,map00523,map01130"
EIC29682.1,H8GP96,5.1.3.14,M,NZ_CM001475.1,chromosome,2161201,2162328,1127,375,UDP-N-acetylglucosamine 2-epimerase,GO:0008761,ko:K01791,"ko00520,ko01100,ko05111,map00520,map01100,map05111"
EIC28181.1,H8GLY5,5.1.3.2,M,NZ_CM001475.1,chromosome,339882,340859,977,325,nucleoside-diphosphate-sugar epimerase,GO:0003824; GO:0050662,ko:K01784,"ko00052,ko00520,ko01100,map00052,map00520,map01100"
EIC29681.1,H8GP95,5.1.3.2,M,NZ_CM001475.1,chromosome,2160218,2161204,986,328,nucleoside-diphosphate-sugar epimerase,GO:0003824; GO:0050662,ko:K01784,"ko00052,ko00520,ko01100,map00052,map00520,map01100"
EIC30849.1,H8GNU3,5.1.3.2,M,NZ_CM001475.1,chromosome,3572986,3574005,1019,339,UDP-glucose-4-epimerase,GO:0003978; GO:0006012,ko:K01784,"ko00052,ko00520,ko01100,map00052,map00520,map01100"
EIC31034.1,H8GQP9,5.1.3.6,M,NZ_CM001475.1,chromosome,3780794,3781813,1019,339,nucleoside-diphosphate-sugar epimerase,GO:0003824; GO:0050662,ko:K08679,"ko00520,ko01100,map00520,map01100"
EIC29184.1,H8GK60,5.2.1.8,M,NZ_CM001475.1,chromosome,1559815,1560393,578,192,peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family,GO:0003755; GO:0006457,"ko:K03767,ko:K03768","ko01503,ko04217,map01503,map04217"
